source_id,ra,ra_error,parallax,parallax_error,bp_rp,phot_g_mean_mag,dec
6622318573720116864,337.097029557652,0.022158597,42.417372311572734,0.024414385,2.5978403,12.272125,-25.90441793158367
6643046944883125376,288.1030338972218,0.010948977,42.41429241254184,0.014966936,2.0588446,10.542591,-55.86954667395083
2206933593176297728,344.5651921487386,0.012607318,42.4092742030153,0.015020827,2.5142937,12.977303,61.740601953704065
5546549907425468800,122.75491494204546,0.012165775,42.401459517614946,0.016495476,2.6448479,12.805282,-34.19420620595889
5233071514480420864,158.61279509112578,0.018503884,42.39643630142637,0.021037739,-0.24362183,13.373788,-67.37787293608315
6644841042920381184,289.25946983117194,0.10604063,42.395919381177414,0.15321498,3.072897,13.062322,-52.647920513638645
6576207602966235392,321.7220340163151,0.0195743,42.39526418251389,0.02598402,2.8172436,12.167156,-44.812134378861565
4485035198170569856,275.8691396846165,0.01681464,42.39354443333615,0.021140793,2.5677986,11.773327,12.35945137075615
4675955810263106432,61.842036153427856,0.030181006,42.38201365070939,0.027492393,0.8103976,6.2159977,-64.22085435521761
6005425828227820160,228.03450717731502,0.022891,42.38185634337108,0.02877361,2.1050959,10.639653,-39.69932419792437
4716158215980519552,24.509880201490546,0.02137974,42.38004345074155,0.023660991,3.4831161,14.676642,-60.49865549461395
2108544241842459648,276.38260065963726,0.008840354,42.37923508802692,0.01079538,1.9729824,10.515229,38.350208781598546
2499091523644792832,43.10885866305209,0.34656018,42.376747371337764,0.37157896,5.0141563,17.567104,0.939119358580998
1454349494921015424,211.7147311323502,0.015967013,42.374765801054416,0.02326598,3.1945,14.103946,31.56149223756793
3685703546290587392,197.2115867228134,0.033053152,42.3742244260895,0.038784638,2.538084,11.637018,-1.518728397638328
1758463038092175232,313.7811219182515,0.08837588,42.36767908918857,0.09954062,1.3005848,8.44404,13.17846665587056
3470292824518708864,188.9067313602973,0.025502877,42.36564778447396,0.028827583,2.4122324,11.721709,-31.018199077893268
4157616097307511168,274.36239761554543,0.01909533,42.36548400003097,0.021590216,2.445819,11.590337,-9.624978629143968
1117564303034031744,138.34761177342463,0.16553007,42.36207518939939,0.30443442,2.2854872,10.871253,68.87418195250696
1770881266011697920,324.29284157668104,0.19767417,42.361253600882414,0.2435848,3.7796383,18.986668,14.845976734850952
302525062400087936,27.288397847877448,0.26146507,42.35761433244459,0.31504354,4.160866,18.232468,29.93486830618405
