SOURCE_ID,ra,dec,parallax,parallax_error,bp_rp,phot_g_mean_mag,absolute_g_mag
5853498713190525696,217.39232147200883,-62.67607511676666,768.0665391873573,0.049872905015945435,3.8045802116394043,8.984748840332031,13.41174306776911
4472832130942575872,269.44850252543836,4.739420051112412,546.975939730948,0.04011635482311249,2.8336968421936035,8.193974494934082,11.88381561040472
3864972938605115520,164.10319030755974,7.002726940984864,415.17941567802137,0.06837085634469986,4.184836387634277,11.03839111328125,14.129570179980167
762815470562110464,165.83095967577933,35.948653032660104,392.75294543876464,0.032066650688648224,2.215608596801758,6.551171779632568,9.521769033144954
2947050466531873024,101.28662552099249,-16.720932526023173,374.48958852876103,0.23133470118045807,-0.2784271240234375,8.52413272857666,11.391331468829362
5140693571158946048,24.771674208211856,-17.947682860008488,373.8443122683992,0.5008712410926819,3.828554153442383,10.817837715148926,13.68129160315939
5140693571158739840,24.771554293454546,-17.948299887129313,367.71189618147696,0.7418011426925659,3.7529563903808594,10.50754165649414,13.33508005825072
4075141768785646848,282.4587890175222,-23.83709744872712,336.0266016683708,0.03166612237691879,2.834036350250244,9.12641429901123,11.758282598169881
1926461164913660160,355.4800152581559,44.170375700747755,316.48118678226916,0.04444878548383713,3.529414176940918,10.379277229309082,12.881016721779119
5164707970261890560,53.22829341517546,-9.458168216292322,310.5772928005821,0.13549914956092834,1.1402976512908936,3.465751886367798,5.92660038653875
6553614253923452800,346.5039166796005,-35.8471642082214,304.1353692001036,0.019995730370283127,2.09828519821167,6.522032260894775,8.937366906094589
3796072592206250624,176.93768799004127,0.7991199702364985,296.3053079139394,0.030185516923666,3.0332584381103516,9.60099983215332,11.959696988930675
1872046574983497216,316.753662752556,38.75607277205679,286.0053518616485,0.028940245509147644,1.7153406143188477,5.450644493103027,7.732515292703403
1872046609345556480,316.7484792940004,38.76386244649797,285.99494829578117,0.059897281229496,1.4625897407531738,4.7667131423950195,7.048504952329698
2154880616774131840,280.6830708352289,59.638357907754816,283.8401180184389,0.021992655470967293,2.461057662963867,7.854393005371094,10.11976189901021
2154880616774131712,280.68308624583415,59.635145454818776,283.8377678450057,0.02868463099002838,2.625472068786621,8.524703979492188,10.790054893439319
385334230892516480,4.613226257557736,44.02478674398518,280.706821579123,0.02028455212712288,2.164383888244629,7.21856689453125,9.459831728244474
385334196532776576,4.625300681217554,44.02874451664357,280.6947310460246,0.02783907577395439,2.836027145385742,9.686646461486816,11.927817764076298
703790044252850688,127.45009240230564,26.77328596508202,279.2496391012477,0.06372576206922531,4.397594451904297,12.167454719543457,14.397417822099632
6412595290592307840,330.8724078795965,-56.79725466122902,274.8431415216296,0.09561499208211899,1.297419548034668,4.322904109954834,6.518328629880456
2452378776434477184,26.009055057160104,-15.933680200693857,273.80974511859966,0.17013044655323029,1.0512211322784424,3.3003997802734375,5.48764428516391
4848140361962951552,54.00339387736301,-44.51436231604776,272.16154083178225,0.031645774841308594,3.6653757095336914,10.995455741882324,13.16958951696462
6412596012146801152,331.07645259656397,-56.79381206688221,270.6580324694526,0.6895573139190674,5.081964492797852,18.030664443969727,20.192769046059762
2358524597030794112,18.13325425370941,-16.996154872479234,269.05730465038937,0.03366601839661598,3.1970691680908203,10.436525344848633,12.585749280975888
3139847906307949696,111.85462844259372,5.209382701706996,264.12689775460655,0.04127978906035423,2.757758140563965,8.576388359069824,10.685451511480386
35227046884571776,43.26964247679057,16.86437381897744,260.98844068047276,0.09342671930789948,4.528502464294434,12.263102531433105,14.346208894564047
4810594479418041856,77.9599373502188,-45.0438126993602,254.19859326384577,0.016842743381857872,2.0266456604003906,8.063551902770996,10.089417616956148
6583272171336048640,319.2950181380955,-38.872456400701786,251.9124222107058,0.03516070917248726,1.8535871505737305,5.984104156494141,7.990352075456417
6439125097427143808,281.29804386226,-63.96056736658412,249.6651458904217,0.13303010165691376,5.112919807434082,14.005345344543457,15.992134932471657
5393446658454453632,162.05388771666577,-39.93962594730691,247.21558692230735,0.05119779333472252,5.153656005859375,14.005882263183594,15.971261510739595
4330690742322011520,247.57481416249274,-12.66785108081103,232.13898083974135,0.026823945343494415,2.7315807342529297,8.80187702178955,10.630617388915008
2552928187080872832,12.296740250462333,5.376556608426358,231.7799995322092,0.01827283576130867,0.5975875854492188,12.299162864685059,14.124542652944797
3902874650602495232,188.3144928018531,9.022091624851694,231.11849780261377,0.5118604898452759,3.5342092514038086,11.235116004943848,13.054289535284212
2306965202564744064,1.3832841523481234,-37.36774402806293,230.09703402875448,0.03618275374174118,2.186048984527588,7.682493686676025,9.492048789727038
76868614540049408,30.058987047653364,13.044071201123836,223.73208720990553,0.06985628604888916,3.188180923461914,10.681061744689941,12.429703115751265
3902874650601954816,188.3146767758809,9.021829208339808,223.47747382423316,0.4664585292339325,3.4978389739990234,11.240161895751953,12.986330663139324
1637645127018395776,264.1040525731971,68.3334976375916,219.78977211974913,0.02102004736661911,2.5181169509887695,8.028639793395996,9.73867718707938
5951824121022278144,262.1701639221161,-46.89910489864381,219.64625138839503,0.02622872404754162,2.464855670928955,8.336430549621582,10.045049528324228
3757613049856225792,162.05518399901217,-11.342803319735205,219.33021263059618,0.06023043766617775,4.580874443054199,12.837447166442871,14.542939464707189
5332606522595645952,176.45664661730092,-64.843052846102,215.67527344818546,0.018143972381949425,0.2857475280761719,11.423104286193848,13.09210607288967
2079073928612821760,298.48192590176114,44.41290615922913,214.5745030256979,0.04759332910180092,3.822524070739746,11.908310890197754,13.566201466858391
2603090003484152064,343.3241110018443,-14.266689393516607,214.0379888743159,0.035619884729385376,2.809284210205078,8.875059127807617,10.527513436008798
5254061535106490112,161.08527551332452,-61.20263830459439,206.96977507456424,0.04479964077472687,3.6814374923706055,11.859421730041504,13.438956368515596
2441630500517079808,1.6763504259443918,-7.5464753252597605,206.35003920573322,0.04744552820920944,3.6749277114868164,11.773832321166992,13.346855099805815
4752399493622045696,43.77198593477078,-47.01672835622661,205.42508538452748,0.18571998178958893,4.873310089111328,18.57292938232422,20.136196763120893
823773494718931968,152.8329289582321,49.451988897100506,205.31478196510724,0.02237224020063877,1.7223029136657715,5.9611735343933105,7.523274625493055
778947814402602752,166.34205974427476,43.53094856108456,203.8875927696954,0.03324034437537193,2.104177951812744,7.912664890289307,9.459618881965579
778947608243864320,166.35208967877313,43.52590762036144,203.83234385738783,0.050037432461977005,3.8549728393554688,12.25725269317627,13.80361818535233
625453654702751872,154.89881370110675,19.869809905451323,201.40642101948626,0.029615700244903564,2.564642906188965,8.20409107208252,9.724457632785183
6562924609150908416,323.3912518776402,-49.01263039681064,201.3251983325545,0.02368757501244545,2.2399096488952637,7.7399468421936035,9.259437520211048
5955305209191546112,264.26088738973226,-44.323382243038424,199.6944012807481,0.031152741983532906,2.9048986434936523,9.602152824401855,11.103982269262087
3195919254111315712,63.830787524383176,-7.672952135407352,199.6910732720413,0.05120331048965454,-0.19100379943847656,9.542240142822266,11.044033398689425
3195919528989223040,63.80795300602079,-7.6680778150199815,199.6080124181338,0.12083028256893158,1.041245460510254,4.179893970489502,5.680783821557421
3195919254111314816,63.82965602087436,-7.670903382610344,199.45161859738874,0.06920624524354935,2.989675521850586,9.775308609008789,11.274496434325371
1934263333784036736,341.7028254522359,44.3319533233193,197.95730094675557,0.021990641951560974,2.730159282684326,9.005234718322754,10.48809233723108
660597997697274752,134.5586915113887,19.76257888198771,196.2619260343735,0.1976129114627838,4.038414001464844,12.485569953918457,13.949750236509377
4468557611977674496,271.36591160903725,2.4941987580927343,195.85633153170514,0.2534538209438324,1.4856548309326172,5.539218425750732,6.9989065044255785
