designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 4264967022466362624",4264967022466362624,284.21294949931934,-1.7735634842947572,-0.5241185202705148,0.2600825941949884,0.5651024171092314,1.1788579,19.210358,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466363904",4264967022466363904,284.20755528265084,-1.7778389912191337,1.121557848676199,0.7405576257197801,-4.61767088618048,1.0169164,20.174927,2.5227375,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466365184",4264967022466365184,284.21023719464057,-1.7751327100634609,1.7854712357311369,-5.325476898770987,-8.511039250166023,1.1538514,20.257214,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466365312",4264967022466365312,284.2103010104427,-1.7754337741201875,0.37397854725669993,-1.4022115559677735,-3.6979873252772544,1.0743304,18.997189,2.0751934,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3701.502,4.5597,-1.5882,655.5511,0.4477,0.3145,0.1721
"Gaia DR3 4264967022466368384",4264967022466368384,284.2101817176321,-1.7742999343443455,-0.00954078108037616,-2.6211470152130696,-6.494230115680939,0.9915275,19.29258,2.491621,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466369024",4264967022466369024,284.2064483325602,-1.7780856268925127,0.7367070158569768,1.8072668342320075,-1.4455031602530057,0.99979156,20.181643,2.4168987,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466370944",4264967022466370944,284.20847393316507,-1.7761886159002362,,,,,20.627142,1.9954891,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466372224",4264967022466372224,284.204732070732,-1.7791880261621638,0.7284801949194556,-1.9580021967396384,-8.063050779599795,1.12072,20.449812,2.3125038,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466372352",4264967022466372352,284.2122337356946,-1.7727825499766103,-0.188907487399339,-1.4597611312809533,-1.5881732266449518,0.9591458,19.852108,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466373120",4264967022466373120,284.20867865919223,-1.7755764803889065,,,,,20.526577,2.2372742,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466373248",4264967022466373248,284.20897634790197,-1.775359667219393,,,,,20.601404,2.4522228,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466378112",4264967022466378112,284.2059935662123,-1.7767714192862232,,,,,20.576244,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466378240",4264967022466378240,284.20585347140906,-1.7775174380816698,,,,,20.543936,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466389376",4264967022466389376,284.2113427232949,-1.7716309082739456,1.469666885324087,-0.708315968505717,-4.405108514928235,0.9571593,20.39364,1.8614407,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466389888",4264967022466389888,284.2128614238777,-1.7701764182964008,0.1719545807654557,-0.1850010890394727,-4.4462368052438554,1.0659193,19.486609,2.1713066,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466390016",4264967022466390016,284.20852908887264,-1.7734621015980305,1.1919810718758488,-9.245489156601934,-13.277693704196718,1.3248152,20.121725,2.1089993,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466390144",4264967022466390144,284.2089918233966,-1.7734228619733452,2.25539335870399,-4.320792170812833,-9.609671784505581,1.0256239,19.990982,2.1272316,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466390272",4264967022466390272,284.20645225777656,-1.775148220190284,-0.07308885850893708,0.5520329152382946,-2.3767603969044466,0.89069504,19.242384,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466390400",4264967022466390400,284.20646518004213,-1.7755869658820025,-0.12675978134384583,-1.8295497859356191,-6.508759940290558,1.0112857,17.44561,3.3512535,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4850.345,3.3146,0.087,1365.4247,6.1628,4.1332,2.2917
"Gaia DR3 4264967022466390528",4264967022466390528,284.2120590507115,-1.7704604953176954,-0.36403735887079597,-1.121446505886923,-6.252738767910459,1.1902953,19.738634,2.34058,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466390656",4264967022466390656,284.2122171165367,-1.7706851254320617,,,,,20.676632,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466393088",4264967022466393088,284.20548167766253,-1.7755136836430319,0.4739352868433656,-3.157632743654694,-4.960525504917779,1.1285602,19.805386,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466393216",4264967022466393216,284.2055073841552,-1.7759467239958389,,,,,20.17376,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466393344",4264967022466393344,284.2053539535709,-1.7761594829480996,,,,,20.476406,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466396928",4264967022466396928,284.2101348592983,-1.7718253585798058,,,,,19.850521,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466401536",4264967022466401536,284.2049092344175,-1.7758189638125614,0.42855657977550626,-2.289504758298137,-9.442412293996455,0.9406625,20.189821,1.5390644,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466401792",4264967022466401792,284.2034235183093,-1.7770343535796402,,,,,20.719578,2.3178787,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466405120",4264967022466405120,284.20730191354266,-1.7731085921065934,1.9836596440535401,-8.253046835344845,-9.65543831535271,0.9769108,20.630882,2.4286518,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466405888",4264967022466405888,284.2052125504232,-1.774893269243311,-0.050968561214703695,-4.199547323018193,-4.703585750736582,1.0930896,19.516226,2.175579,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466406528",4264967022466406528,284.2057606969381,-1.7742995426631585,0.07550440147807173,2.289540507289826,-5.004549061925596,0.9510137,19.103874,2.4621143,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466410624",4264967022466410624,284.2064589355162,-1.773386200522872,0.6979178836508438,-1.303946714137433,-5.9088113506058715,1.0585685,19.861826,2.2156715,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466412800",4264967022466412800,284.2032550373295,-1.7757875054186674,-2.5514814669161363,-6.884346958372185,-6.0146842266924265,1.0376362,20.45242,1.7510662,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466413056",4264967022466413056,284.2022754815351,-1.77652189305775,-0.2142416780918044,-2.561334763405785,-4.2797211495273295,0.9759544,19.189758,2.060955,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466414848",4264967022466414848,284.2078673002638,-1.7716146337045562,0.11687922039869211,-0.4123668767725875,-0.7041498333211326,1.0425091,19.853453,2.425253,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466418816",4264967022466418816,284.20431002078203,-1.7741789846843001,,,,,20.142612,2.585247,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466419584",4264967022466419584,284.2004294950175,-1.777290388738174,,,,,20.67591,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466420992",4264967022466420992,284.2099557179168,-1.7690572532656639,1.0313462620654963,-3.5821141096518105,-5.096889910858234,0.9473076,19.940735,2.335312,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466423936",4264967022466423936,284.20911131786306,-1.7692714891448882,2.1683324832289683,-0.95492698011971,-7.608689123071276,1.7331957,19.368406,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466424064",4264967022466424064,284.209289230902,-1.7693468658177678,,,,,20.554455,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466424704",4264967022466424704,284.20266608155646,-1.7749353880656396,0.36431549606429,-5.99186124330303,-1.8415848461049464,1.2816206,19.389467,2.168604,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466425984",4264967022466425984,284.20644524893135,-1.7711242495042554,0.27660470487513433,-2.18123710923956,-4.782192757708251,1.045102,19.443102,2.8570232,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466426112",4264967022466426112,284.20696055783077,-1.7710822777935407,3.3570698036946216,-3.508979302733267,-4.916984477171366,1.2625086,20.030277,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466429184",4264967022466429184,284.2055874688723,-1.7720088511715106,-0.18362211311932047,-2.3394329614111316,-2.2745156552340293,0.96278375,20.127748,1.3511906,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466429568",4264967022466429568,284.2006545874678,-1.776163875948544,4.846165357214533,-4.3484842056789095,-5.721475098260701,0.9753086,20.43689,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466430336",4264967022466430336,284.20029356076475,-1.7763951407132803,0.5136708791530058,-2.566834290459321,-5.11930629953977,1.0420458,18.277868,1.9559879,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466430464",4264967022466430464,284.20724399737065,-1.770466050895512,1.0296129786797559,-3.4137849336844446,-5.154588899045337,1.1187164,20.492949,2.2751102,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466432128",4264967022466432128,284.20761712538405,-1.7699022467090066,,,,,20.80753,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466433792",4264967022466433792,284.2056903330421,-1.771306694143697,0.1715392305814234,-4.8397966961645675,-8.308136790553192,1.0326825,20.196632,1.8679581,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466434560",4264967022466434560,284.20255731027805,-1.7738587054858777,-0.302278433650236,-1.8334654423965204,-3.5708585021446604,0.9975992,20.264418,2.6069546,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466436096",4264967022466436096,284.2096370546417,-1.767753846252499,0.9103892752155626,-3.9625234526396973,-2.080304183019056,1.0686617,19.267044,2.1617432,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466437760",4264967022466437760,284.2004653196535,-1.7752907493094194,-0.35844061880436445,1.9577123483697603,-8.98848060019506,1.0822077,19.836802,2.4158936,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466441984",4264967022466441984,284.2028570631965,-1.7727098711554174,0.5025371433891842,-0.597733221355479,-3.62651135844487,0.9775253,20.07125,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466443648",4264967022466443648,284.20786243614054,-1.7681610393183418,0.13687881579424963,-3.2365575857893867,-7.119664344599001,1.0713305,19.449083,2.1479473,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466446080",4264967022466446080,284.201670839035,-1.773362702055105,-0.7468997079601317,2.455769421531138,-5.1709202352961166,1.0519633,20.519749,1.7768478,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466446336",4264967022466446336,284.2065478070832,-1.7691386013689938,-0.14530667499839212,0.31506616260801973,-3.6706413328777483,1.1664914,18.105188,2.5518284,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264967022466455424",4264967022466455424,284.2076310074664,-1.767141255177921,0.45197263942298116,1.157177798307028,1.0665862030354636,1.01069,19.392633,2.1637573,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466456064",4264967022466456064,284.1986195801238,-1.7738796484303756,0.7315249744224012,-3.848517618188898,-5.948592528032996,0.9615856,19.787949,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466456320",4264967022466456320,284.1990674434949,-1.774334539347124,0.48165711427526475,0.3321632936972459,-2.2243340459896483,1.0307152,18.500895,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466459136",4264967022466459136,284.20438145312863,-1.769496285469008,-0.07262228685839692,-0.8391525495414708,-5.9836876535642505,0.99212855,18.403362,2.668766,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,4316.0176,4.6726,-0.3538,561.6333,3.2001,2.2053,1.2016
"Gaia DR3 4264967022466460160",4264967022466460160,284.2068557003899,-1.7672952582171069,,,,,19.96867,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466460416",4264967022466460416,284.206586315413,-1.7671356601714923,1.9235288475173749,-9.663187774032878,-10.776445129911743,1.5429388,19.995022,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466460672",4264967022466460672,284.2016675496346,-1.7716685439495905,-0.5711970922347444,-1.9780696586253892,-2.3656251279953775,1.3037443,19.715992,2.3799171,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466463104",4264967022466463104,284.20761463725336,-1.7663056731871207,-0.010863064617124368,0.47266114979342244,-2.9698331121569552,0.99592286,18.992422,2.0604134,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3674.5417,4.829,-0.7072,762.7955,0.6467,0.4475,0.2496
"Gaia DR3 4264967022466468608",4264967022466468608,284.2063817673985,-1.7667363630197093,0.5875644117777228,-3.316190946543888,-5.825564645159834,1.0844868,19.674706,2.2336807,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466469632",4264967022466469632,284.2039772736919,-1.7687015331084563,,,,,20.667683,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466473088",4264967022466473088,284.19968898846264,-1.7721374443372981,0.7436361000998328,1.697201928471637,-7.8392496151615205,1.0045301,19.737679,2.09161,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466473856",4264967022466473856,284.20229283117396,-1.7698012562749845,0.5538909754435429,-4.459943025910974,-5.398416449033492,1.00757,20.132448,2.1491318,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466477568",4264967022466477568,284.2006068116458,-1.7707726518217328,,,,,20.457134,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466479360",4264967022466479360,284.1976221795546,-1.7731968374536973,,,,,20.870842,1.6783276,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466480896",4264967022466480896,284.2026798058453,-1.76868058767181,,,,,20.879358,1.6018944,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466481152",4264967022466481152,284.20337238808605,-1.7680249700327941,0.13585412630683932,0.027875920720816377,-4.371597193621815,1.0455046,20.412312,1.6394901,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466483072",4264967022466483072,284.20597791102244,-1.7655889552197022,1.3739591626387095,-2.4428806459738412,-6.703876927822753,1.0412407,20.47045,1.9448185,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466486272",4264967022466486272,284.2064168939555,-1.7649065453903257,,,,,20.251745,1.6071415,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466487296",4264967022466487296,284.1986826601058,-1.770662609150058,,,,,20.553371,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466488960",4264967022466488960,284.2042337487568,-1.7662814041370976,0.6245167598241397,-3.530570794139662,-3.8077742247397213,1.0127627,18.74124,2.201994,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3814.0913,4.869,-0.7386,679.6915,0.9173,0.6369,0.3567
"Gaia DR3 4264967022466494080",4264967022466494080,284.1970265408811,-1.771862192890111,-0.06484433533009606,-6.669504708376536,-8.808558498419906,1.0424807,20.144938,2.1047382,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466500096",4264967022466500096,284.2051214028916,-1.764383646207241,-1.0561576917125148,-7.877307706253179,-6.646614337670667,1.0409135,20.212753,1.8938313,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466504448",4264967022466504448,284.20256572209536,-1.7658529087697468,0.25730528043957296,-0.03252076117500848,-3.587498890701727,1.0542206,19.91694,2.1772652,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466504832",4264967022466504832,284.1958177975413,-1.771273567673943,,,,,20.146109,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466504960",4264967022466504960,284.1959634367471,-1.7714401265405,-0.3292699969251918,4.5229767110483845,6.278722058638565,1.5397894,19.714493,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466508032",4264967022466508032,284.2012707654116,-1.766442052035374,,,,,19.987705,3.3687916,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466508160",4264967022466508160,284.20147479767695,-1.7664531503371919,-0.6066310035513691,-7.4006160112017705,-7.533715061933657,1.0186867,19.863052,2.132784,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022466509696",4264967022466509696,284.195103272398,-1.771615039861166,-0.28027935857356884,-2.371073708470498,-6.362714346629344,1.014218,19.818573,2.6523876,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022475999616",4264967022475999616,284.21161421493525,-1.7719466462241904,,,,,20.863264,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022476226944",4264967022476226944,284.2138501536639,-1.7701574045370359,-0.31040724571789324,3.7810598048716093,-1.6425451337797925,1.1443932,20.673351,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022476234752",4264967022476234752,284.21001202109227,-1.7737011070917996,,,,,20.656761,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022476237440",4264967022476237440,284.20483383035787,-1.7714137185014178,,,,,20.830734,2.3442345,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022476241024",4264967022476241024,284.20709905274975,-1.7750416886689429,,,,,20.655247,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022476247808",4264967022476247808,284.2001637472269,-1.7747970356354477,,,,,20.765575,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022476249472",4264967022476249472,284.19594193681723,-1.772469457536812,,,,,20.71065,2.3182602,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022476573696",4264967022476573696,284.2039852394372,-1.7724676791316851,,,,,20.798586,1.9515591,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022476581632",4264967022476581632,284.2066535112724,-1.7802719255311474,,,,,21.097782,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022477715328",4264967022477715328,284.2136150117351,-1.7714768220886807,,,,,20.768028,1.5362091,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022510477184",4264967022510477184,284.21507798383476,-1.7729017290142208,1.3090362624086773,-3.855157798970223,-1.9750550569240468,1.4545053,19.645779,2.2409687,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022510477312",4264967022510477312,284.2160163397351,-1.772131265734112,-0.21997629957113007,2.0527893842770273,-0.9839979869836428,1.1720269,19.797155,2.3248672,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022510477440",4264967022510477440,284.20522644106126,-1.7802195476756044,0.21641846382930433,-2.0559489884476068,-3.122438703643897,1.0410211,14.111837,2.4909077,60.733704,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4528.2935,1.5528,0.0783,9652.496,3.2615,2.2835,1.2152
"Gaia DR3 4264967022510477696",4264967022510477696,284.2132416300822,-1.7742189149051626,0.02993312427587123,-1.9178481433218422,-6.631429373750875,1.0230513,17.911163,2.44096,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264967022510479488",4264967022510479488,284.2111970970334,-1.7740444246591056,0.20725721889791818,-2.98304160411516,-5.3815030567586195,1.0755988,16.248175,2.5433874,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4731.9746,3.087,0.2765,2174.253,3.6546,2.5692,1.3801
"Gaia DR3 4264967022510487424",4264967022510487424,284.21042087669156,-1.7702085547937492,0.1165951253651337,0.7785650147213244,-3.7586994052494234,0.97149086,19.044945,2.1851025,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022510489472",4264967022510489472,284.20437346014523,-1.774218066351756,,,,,19.74243,2.2077065,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022510494464",4264967022510494464,284.20901288917236,-1.7672823593000302,0.36182397468531313,-2.0361314968818296,-6.987095266306709,0.96400297,17.092299,2.0014381,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5336.2104,4.4567,0.0318,926.22,2.6252,1.9704,1.0662
"Gaia DR3 4264967022510494720",4264967022510494720,284.2057361959735,-1.7700347542319514,0.7001380319379683,-0.09686244973691416,-5.401993808678395,6.135615,14.909009,2.1615286,41.52512,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5184.6567,3.53,-0.1783,1025.3877,2.9605,2.1884,1.1935
"Gaia DR3 4264967022510496512",4264967022510496512,284.198728970328,-1.7744293788464347,,,,,19.435642,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022510499968",4264967022510499968,284.2004398239309,-1.770297584347767,0.07816289832889355,-0.8382208484056962,-5.007251857901352,1.0402119,15.462396,2.811325,147.37895,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4796.763,2.6524,0.0259,2461.058,4.4005,3.0546,1.6587
"Gaia DR3 4264967022510500608",4264967022510500608,284.1982343759263,-1.77215536925929,0.07422304639487856,-3.035946230935457,-4.60826163753997,0.83808047,16.605543,2.783864,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4832.8003,3.3256,0.2147,1615.6776,4.3996,3.0615,1.6645
"Gaia DR3 4264967022510501120",4264967022510501120,284.1989155281195,-1.7711274099840348,0.0011343247883625973,-3.223129373683378,-6.987158225444482,0.9672632,17.267305,2.5147133,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5004.304,3.6783,-0.1578,1575.1353,3.7981,2.7164,1.4884
"Gaia DR3 4264967022510502016",4264967022510502016,284.20494673261487,-1.7650676146293907,,,,,20.465273,1.8028698,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022510504192",4264967022510504192,284.2054366756959,-1.7633790502261288,0.14419308353763197,0.7330648309620789,3.837808160752289,1.0033884,17.788134,1.7180405,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4147.154,4.2221,-2.8729,880.1544,0.7833,0.5754,0.314
"Gaia DR3 4264967022519311488",4264967022519311488,284.1981281965594,-1.770445237641002,1.1220279669497637,-4.718628969343758,-4.997461810673856,1.0720922,19.659733,2.080555,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967022519461888",4264967022519461888,284.204150394724,-1.7677597430635077,,,,,18.780064,1.8647785,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967052517603968",4264967052517603968,284.1755173661588,-1.7712130306289742,0.019083884070423808,-3.5781582484548937,-6.925759773765603,1.0881226,17.281256,2.6461926,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,5136.1484,4.0171,0.5389,1024.592,4.3401,3.0646,1.6584
"Gaia DR3 4264967052517605504",4264967052517605504,284.1917462657345,-1.7707101528593483,0.3912444942892775,-2.8791069766806077,-5.549931809827126,1.0527992,18.37006,1.7801437,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3853.683,4.7562,-0.3137,871.6616,0.276,0.1947,0.1083
"Gaia DR3 4264967052517607552",4264967052517607552,284.17877861469145,-1.7697855068258674,1.0506460753450173,1.0494274488970252,-0.47659962724763466,3.724655,17.79366,2.1885662,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264967052517608832",4264967052517608832,284.18426667975086,-1.7695660384415703,0.24556472797596274,-0.8979280716569298,-3.2191852996705173,1.0545287,16.831108,1.8179197,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,6245.727,4.2237,-1.2168,1272.3683,2.7049,2.1225,1.1797
"Gaia DR3 4264967052518291712",4264967052518291712,284.1840997324174,-1.7799703804979712,0.8629404358236911,-3.2802245083303716,-3.6066284633352055,2.2651744,17.054033,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967052519845120",4264967052519845120,284.1829737108731,-1.7761984652685718,2.4785967807228815,5.61402302881463,1.165313128818242,0.98806787,19.000734,2.7098522,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264967052519869696",4264967052519869696,284.18776145503307,-1.7714248533008115,-0.6333782808416083,-1.7781011499006762,-4.7186795666660775,1.040493,19.537777,2.6047382,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
