designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 4264966781948177152",4264966781948177152,284.1993775563361,-1.7870956984944948,0.1470598352137559,-3.0410878976112454,-5.04464242874721,1.0335007,18.72955,2.6587868,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3931.1975,4.4189,-1.3798,572.2091,2.8972,1.956,1.0799
"Gaia DR3 4264966781948178560",4264966781948178560,284.20348359204087,-1.7833966505904477,0.08686411973728328,-1.9486745018234297,-4.854406541736887,1.0344028,18.606789,2.0620136,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781948179328",4264966781948179328,284.2005412580329,-1.7858075768399153,0.2327913795592918,-2.5427429454226433,-4.1493898873930455,1.0231532,16.22598,2.4474812,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264966781948179968",4264966781948179968,284.2039341431704,-1.78286413407212,-9.498547900760983,-3.3077345693576965,-5.9627025308746315,1.2793825,20.505205,2.4008274,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781948181632",4264966781948181632,284.20116400922313,-1.785116174573516,,,,,20.86525,3.037119,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781957835520",4264966781957835520,284.2035228926081,-1.7954583796243486,0.38937983176698454,1.5704538134060484,-4.202543648437495,1.0671258,20.476004,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958106752",4264966781958106752,284.2018193446664,-1.7962558788301621,,,,,20.7847,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958414976",4264966781958414976,284.19933417033667,-1.7892845950262992,,,,,21.097746,2.0235195,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958419200",4264966781958419200,284.20756922953257,-1.787732652801084,,,,,20.703085,2.774538,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307860096",4264966816307860096,284.21366965432804,-1.7815049190855852,0.07034723065185863,-3.0139794687513524,-5.198736239006924,1.0116673,19.071917,2.12356,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958423936",4264966781958423936,284.2124808065852,-1.7893861807647056,-0.3512634063581204,-3.407630020177598,-1.780512514060345,1.0113692,20.264235,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958938880",4264966781958938880,284.19741750744765,-1.7894907888556255,,,,,20.747604,1.4244843,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958939136",4264966781958939136,284.20477232882695,-1.78315590285322,,,,,20.957886,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958939776",4264966781958939776,284.1981911956525,-1.790211132187079,,,,,20.77015,1.9668808,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958950144",4264966781958950144,284.2069853329192,-1.7952771837680466,,,,,20.72553,1.3360844,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781958951040",4264966781958951040,284.2130987086946,-1.790494841444008,,,,,20.822855,0.8500881,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781959537408",4264966781959537408,284.20231055491416,-1.7974211752578175,,,,,20.801636,1.5812778,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781992281984",4264966781992281984,284.2158985210482,-1.7906927710149092,0.19468345957998137,-3.194087313027722,-4.592005138506224,0.9937963,17.232594,2.652834,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4653.64,4.1081,0.0292,931.8854,3.721,2.6036,1.414
"Gaia DR3 4264966781992283136",4264966781992283136,284.21056402867055,-1.7940490260347928,0.3373100953274217,5.240645400180036,2.3965596610529376,1.0395982,16.481535,1.8228312,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5518.294,4.2028,-1.4797,1278.8458,2.0398,1.5854,0.8785
"Gaia DR3 4264966781992283520",4264966781992283520,284.2082557950729,-1.7957368095414203,0.19785300664457683,-3.8841320805525292,1.949214471180052,1.0532577,19.591784,2.0127392,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781992283648",4264966781992283648,284.2108187348251,-1.793584937883982,0.19929908756502365,-5.746443278000018,-7.184550707465877,0.984117,17.50761,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781992283904",4264966781992283904,284.2132771759488,-1.7914530890043283,0.2524626749828224,-4.193051084713521,-7.426139386153702,0.99870765,18.898518,2.277504,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3631.5913,4.0549,-1.2913,972.581,1.5356,1.0436,0.5731
"Gaia DR3 4264966781992286848",4264966781992286848,284.2079386840334,-1.7940647306623156,0.615797092948386,2.1617465630471897,-3.4988521456926174,0.9962147,17.62646,1.8690434,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4545.576,4.7911,-1.1988,631.2358,1.6114,1.1903,0.6453
"Gaia DR3 4264966781992289024",4264966781992289024,284.2111551647468,-1.7899424141110698,1.1207625679698727,-0.07890582284141498,-8.2201726063247,0.99993587,16.362207,1.8039503,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264966781992289536",4264966781992289536,284.2033285457199,-1.7964519756514077,0.42788152461339163,0.9327739839923836,-0.8807645629243338,1.229718,17.384222,1.8630257,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4442.282,4.2928,-3.672,822.4448,1.4172,1.0457,0.5776
"Gaia DR3 4264966781992291968",4264966781992291968,284.2093444013916,-1.7897385197113589,,,,,18.561018,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781992292992",4264966781992292992,284.20250453244205,-1.7942624399978675,-0.01434856003342323,-2.533707732091154,-4.165193537159857,1.0464492,16.816793,2.9436102,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4660.464,3.163,0.3336,1672.4463,4.6457,3.1604,1.7109
"Gaia DR3 4264966781992296064",4264966781992296064,284.2082362402357,-1.786824851300867,0.2964730843131129,-2.1797494148689913,-4.505543021836865,1.0192832,17.779606,2.472992,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4434.3755,4.3541,-0.8899,692.9468,3.3302,2.3252,1.278
"Gaia DR3 4264966781992296320",4264966781992296320,284.2041379986804,-1.7898444513068923,0.0690577113429335,-2.4826875447231425,-3.9207580668179896,1.030448,19.731955,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966781992301312",4264966781992301312,284.2028665656741,-1.7878867213092005,0.1791113262365353,-3.6265470375420383,-6.921055956873173,0.98802936,15.97517,2.8147097,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4831.182,2.8384,0.1324,2353.7205,4.3636,3.0169,1.6335
"Gaia DR3 4264966781992301824",4264966781992301824,284.2059168129135,-1.784900613245193,0.1892197323823298,2.0336881037089967,1.4374147507880215,1.0299231,18.048368,1.7238331,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3867.4717,4.7551,-0.3743,825.2412,0.0601,0.043,0.0236
"Gaia DR3 4264966781992304000",4264966781992304000,284.2043390862522,-1.784431354885075,0.4101006897709977,-0.5400235153685459,-4.874563290889265,1.1325401,17.075607,1.7670708,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5214.3857,4.6689,-1.0917,750.042,1.7635,1.3595,0.7459
"Gaia DR3 4264966781992305792",4264966781992305792,284.2004411503748,-1.7864991512674742,1.4023973370336256,-2.041269521862939,-3.6703584575714316,4.348435,15.707533,2.342455,15.899929,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5007.6787,4.1772,0.5903,645.8037,3.1949,2.3057,1.2311
"Gaia DR3 4264966781992306048",4264966781992306048,284.2027748649457,-1.7845155545450984,0.4458373773255737,-0.42846983266917676,-4.31020496721369,0.96456397,18.851677,2.04558,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3569.9187,4.6094,-1.23,543.433,0.5635,0.3888,0.2134
"Gaia DR3 4264966781993616640",4264966781993616640,284.2138791814954,-1.7920868082697212,,,,,20.398125,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966782001282944",4264966782001282944,284.20657885002646,-1.7837915935477344,-0.9961573044454689,-1.5604488590792827,-2.8849545533580048,1.2081366,20.112549,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966811999394432",4264966811999394432,284.21994224893206,-1.7841631648503762,0.18606556845527616,-3.7197656627212465,-6.750775323967227,1.0669347,17.445787,1.9296894,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264966811999396480",4264966811999396480,284.21685171144475,-1.783006481151129,0.58774517515248,-1.2853567084006814,1.4751543319747094,2.804987,17.97736,1.9762821,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 4264966811999397760",4264966811999397760,284.2120183380733,-1.7863870308878165,0.5322549185827956,2.036683935458115,1.4970010923575907,1.0334737,16.179888,1.81007,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5498.9336,3.9247,-0.3948,1342.2639,2.3045,1.7685,0.9672
"Gaia DR3 4264966811999406720",4264966811999406720,284.2073246306275,-1.780964573204727,0.16890858344993168,-2.8936777825727864,-3.06627189723452,1.2478985,15.962464,2.3675747,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5127.08,3.1195,-0.6305,1981.2189,3.4657,2.5156,1.3814
"Gaia DR3 4264966811999413760",4264966811999413760,284.2246904864671,-1.7809175261606973,0.7760730940061099,4.084395554461718,-8.037006462486472,1.0448338,15.917738,1.8243713,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5504.5425,4.1642,-1.0307,990.0687,2.351,1.8063,0.9979
"Gaia DR3 4264966811999428864",4264966811999428864,284.2167031157081,-1.773239129004792,0.06014405624401711,-1.9117668050769328,-4.904901777100793,1.0370284,17.372177,2.5144901,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4889.0044,3.7102,0.1524,1609.9897,3.7289,2.6484,1.4372
"Gaia DR3 4264966812001622144",4264966812001622144,284.2194310815631,-1.7868581295376613,0.3549952593563923,-4.241611106254367,-7.226453211550688,0.97594583,18.5306,2.8747425,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4132.051,4.292,-1.1671,681.498,3.5417,2.4018,1.3279
"Gaia DR3 4264966812001628544",4264966812001628544,284.22219452224044,-1.7850627909279009,-1.5018378037863036,-2.4039405368575895,-1.592289546289879,2.5382962,18.462812,2.0865917,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966812001647104",4264966812001647104,284.2180228550239,-1.7832864004722635,-0.6625941174248351,-2.415634871587156,-4.420365998680826,1.0323303,19.752531,2.546299,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966812001655296",4264966812001655296,284.21875549613213,-1.7796584647017057,0.5206374596205321,-2.8761397353138896,-6.550658856512622,1.1376035,18.700533,2.7495937,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3755.3652,4.3405,-1.0989,569.3254,2.8419,1.8922,1.0461
"Gaia DR3 4264966812001681664",4264966812001681664,284.2160229794192,-1.7754508165974319,-0.08070304972816596,-1.6647019895175454,-2.869897046029505,0.98085725,18.639069,1.690445,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3828.415,4.8024,-0.4503,1004.2162,0.0089,0.0063,0.0035
"Gaia DR3 4264966812003123456",4264966812003123456,284.21051758883317,-1.7769953114276706,-0.3606529705248831,-2.5051119534346498,-3.74443614978516,1.3321763,18.159346,1.8878632,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3984.0508,4.2321,-1.9931,790.2968,0.8968,0.6443,0.3499
"Gaia DR3 4264966812003124096",4264966812003124096,284.2148937442723,-1.7765829400234483,-0.7027753751122988,-2.401497775524139,-4.571436098195168,1.0710411,18.978779,1.9901028,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3482.7024,4.6265,-1.0348,644.4056,0.0264,0.0182,0.0102
"Gaia DR3 4264966812017116288",4264966812017116288,284.2253122720068,-1.7836058490963063,-1.8134263556314068,-5.2411616063062105,-4.126755605990844,1.901194,19.892048,2.2092876,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307761536",4264966816307761536,284.21875804005947,-1.7883972592462363,0.12424861234651693,-1.5959771365672943,-4.257878620666084,1.1147461,19.652193,2.2752972,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307763712",4264966816307763712,284.22394991452285,-1.7836819742864896,18.527158875718882,-4.235696789289974,-12.420588188506233,1.442,20.408813,1.8917103,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307764224",4264966816307764224,284.22203607760883,-1.7851871711612581,,,,,19.70368,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307764352",4264966816307764352,284.2224990925363,-1.7848372939737116,,,,,19.621695,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307767040",4264966816307767040,284.2183723619623,-1.7880330962081428,0.47419825028274226,-3.2883849160097207,-4.665389360492249,0.8642545,20.092785,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307769728",4264966816307769728,284.2242207547888,-1.7827359677219647,0.4392057132909699,-1.0815894195401203,-5.012071120310843,0.8824744,19.164215,2.0453835,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307772672",4264966816307772672,284.219914200789,-1.7861670365600693,0.06617056808459772,-0.7870914018812065,-5.6449505382162775,1.0377101,19.692114,1.9009457,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307772800",4264966816307772800,284.2161710591226,-1.789336655039559,0.923725504547321,0.975676734766853,-1.4674947523045534,1.0060116,19.367537,2.0274906,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307775232",4264966816307775232,284.22259689476226,-1.7838057268454628,,,,,20.846199,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307778176",4264966816307778176,284.2241410281473,-1.7816736508227558,-0.09107215634601008,-6.852446414021849,-4.725717156492586,1.0504667,20.394876,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307778304",4264966816307778304,284.22414706519,-1.781965686439023,0.5719486815016654,-0.7922859462121774,-3.947571271089437,1.012098,18.249836,2.0168839,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3959.2668,4.4989,-1.3857,640.7471,1.0134,0.7218,0.3905
"Gaia DR3 4264966816307781760",4264966816307781760,284.21900704082736,-1.7859584144571088,0.18351854052730307,-3.2830713923855446,-8.59690622413363,1.03901,20.03374,1.9644012,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307782912",4264966816307782912,284.2251401336414,-1.7806101150492786,-0.4466928726602281,-3.786876173801731,-6.4380973511915185,0.9397556,20.416788,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307785728",4264966816307785728,284.22034431861664,-1.7843985660927826,,,,,20.379105,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307792128",4264966816307792128,284.21870342350763,-1.7849816438358737,,,,,20.230799,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307792512",4264966816307792512,284.220717883096,-1.783207310459257,,,,,20.754194,1.03578,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307793280",4264966816307793280,284.22184405358814,-1.7821702046544954,,,,,20.56423,-0.35822296,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307793536",4264966816307793536,284.2223697942804,-1.7814810471060099,,,,,20.619368,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307793664",4264966816307793664,284.22258810952303,-1.781524194513765,0.7983597655562905,-4.481846306655647,-8.472894660201094,1.5295895,19.865318,2.2623787,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307800320",4264966816307800320,284.221852081591,-1.7813939155659018,0.6405783875378049,-2.3624067384545304,-6.421250638407669,1.1193302,19.640448,2.1405373,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307800576",4264966816307800576,284.21468027495115,-1.7876078123350507,0.10072503517540085,-3.778288825054704,-3.4307422632186872,0.9602475,20.275293,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307800704",4264966816307800704,284.2142479527602,-1.7872900219176218,,,,,19.868326,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307800832",4264966816307800832,284.214433936172,-1.7871519146563808,-3.5867406122485126,1.0638185915967673,-7.4882626553732194,2.923072,19.241667,2.573246,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307801856",4264966816307801856,284.2187597224895,-1.7834282715636838,-0.10441329082365533,-3.430562536055512,-6.306747809601959,0.97995776,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307801984",4264966816307801984,284.21875322458243,-1.7837947345785024,-1.5716875727537367,-4.721169901180673,-9.483822562459466,1.0576953,20.409027,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307806976",4264966816307806976,284.2153965042909,-1.7856769707690219,1.3549357169307892,-2.627158794294995,-8.91977493027192,1.0581188,20.496283,2.9298306,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307807104",4264966816307807104,284.21564836887876,-1.7859367950932037,,,,,20.693861,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307807488",4264966816307807488,284.22255520845556,-1.7799497966544586,0.42687215872720363,-3.319287594762869,-5.656514294396465,0.9693205,18.310026,1.872345,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307811072",4264966816307811072,284.2202921281656,-1.7814873867940033,0.2700269839576188,-3.2704828346704917,-4.934099642243695,1.0199256,19.205225,2.3651695,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307812864",4264966816307812864,284.2184325854748,-1.7829013337511272,0.07181403553276523,-2.946550873036064,-4.509307758202763,0.97275275,19.885893,2.4681797,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307814016",4264966816307814016,284.2191682802027,-1.7821252237873526,0.15436086893577305,-0.9190257022541233,-4.081640575807563,1.0720241,19.295506,2.4838638,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307824128",4264966816307824128,284.2137958839942,-1.7854753058951676,,,,,20.752565,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307827712",4264966816307827712,284.2175084961764,-1.7818017202183387,0.4807844575876487,-3.794634696945764,-7.140320720953679,0.8680769,20.59387,1.343996,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307828224",4264966816307828224,284.21575203338864,-1.7832509295364058,0.6284653669330965,-1.836791562843341,-2.5029063618704237,0.91175234,19.44638,2.3567944,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307835008",4264966816307835008,284.22119257014646,-1.7778301209233902,-0.8037711172722269,-3.0718021802563795,-4.985801782310411,0.93770534,20.265774,1.9494228,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307836032",4264966816307836032,284.21271962725484,-1.7849658537844653,1.8434526970713874,-1.4835294221275488,-3.2734110395700555,1.027514,20.31316,1.8627396,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307837696",4264966816307837696,284.22041560858685,-1.778237831157766,-0.08775490198635982,-0.8239832541278274,-2.8295021283051254,1.0188749,19.632391,2.0117474,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307837824",4264966816307837824,284.2137571169154,-1.7835901633142075,0.30013784250848297,-1.5817576630139023,-6.920664738561222,0.94102055,19.869724,2.0813217,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307837952",4264966816307837952,284.2138000101003,-1.7837587026193176,0.36515706215999,-3.0297521554094327,-4.810197551361805,1.0450271,19.883362,2.6175098,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307840128",4264966816307840128,284.21644029192555,-1.7813190266768122,-0.6761210653205393,-2.0275807881899177,-6.352489266429838,1.0020411,20.084042,1.8274746,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307843968",4264966816307843968,284.2165311758281,-1.7807146731285133,-1.2234139652180818,1.0078390702436222,-4.970281131790964,1.0297678,19.99826,2.0863495,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307848192",4264966816307848192,284.21932605344483,-1.7780221908272682,0.26384584222561963,-2.6887317246447373,-5.504920795306981,0.8729029,18.228569,1.9588032,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3658.2686,4.5248,-0.7921,815.1691,0.2789,0.1953,0.1075
"Gaia DR3 4264966816307848832",4264966816307848832,284.2126698393096,-1.7836010600608476,1.502351956174996,-0.5264761606321788,-7.342216245085744,1.1406611,19.591042,2.3400116,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307850496",4264966816307850496,284.2152341351706,-1.781202863368744,-0.236010093378324,-3.7213034705074555,0.3457694114299233,1.2036059,20.478378,1.752161,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307853568",4264966816307853568,284.21578935472155,-1.7804262753633473,-0.21059396753287918,-1.0259385452644434,-0.6046328182307462,1.1541718,20.250813,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307854592",4264966816307854592,284.2198242491203,-1.7768603058027168,-0.131392200850762,-6.506573456996383,-6.571476952355922,1.0742909,19.978691,1.9910927,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307855616",4264966816307855616,284.21214791752146,-1.783239498197128,-0.3542053551828088,-3.6618014851017504,-8.468975135070313,0.994982,20.054636,2.3285065,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307858048",4264966816307858048,284.2130967121923,-1.782237955733688,0.4838315327184544,-3.7258675340419445,-4.734480194762804,1.1678665,18.614367,2.4549026,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307859840",4264966816307859840,284.2160836628562,-1.779461547028533,0.9050225331607572,-4.240112275597363,-4.6340722401968115,1.0275694,19.155228,2.1464653,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307865600",4264966816307865600,284.21686155424254,-1.7780732057105921,,,,,20.553116,1.8208771,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307870592",4264966816307870592,284.2138731739087,-1.7800545481946852,0.7304969538247063,-4.051037831300661,-2.5395375355271756,1.0741055,19.684835,2.0242825,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307870848",4264966816307870848,284.216938294187,-1.7774002899914145,,,,,20.638683,1.531187,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307871616",4264966816307871616,284.215702798835,-1.7782718186733202,1.195013312869695,-0.37900717814049734,-1.8796128880791265,1.0920955,19.68198,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307880960",4264966816307880960,284.20840406309344,-1.7835721939461755,0.08515051555447048,-3.1105337019917347,-5.8175705915911,1.0360755,19.954311,2.7366314,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307888640",4264966816307888640,284.2132768095436,-1.7785307250094915,-0.13518475557158943,-3.065238039348344,-5.45645587908729,1.061464,19.620827,2.3110409,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307889536",4264966816307889536,284.20991469786327,-1.7810103860785915,,,,,19.978395,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307898752",4264966816307898752,284.2112333519703,-1.7788783587764456,1.2165051610476876,-2.95927899320681,-7.074967465956739,0.98457503,19.514627,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307900544",4264966816307900544,284.21236507148416,-1.7776851208644988,1.339068248211778,-2.30966209990739,-2.075956726126509,1.0404829,20.40351,2.1628208,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307904128",4264966816307904128,284.2155350402128,-1.7746929002168732,,,,,20.830564,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307905408",4264966816307905408,284.20936248252644,-1.7797303898277785,-0.32304857751444965,-3.087083848640192,-8.541551087845159,1.1281475,20.063387,2.052843,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307906688",4264966816307906688,284.2075211275416,-1.7810841761132337,,,,,20.101551,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307908096",4264966816307908096,284.2170574923061,-1.7730401434858898,,,,,20.637508,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 4264966816307916160",4264966816307916160,284.2083910778733,-1.7793613297999817,,,,,20.749544,1.5464573,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
